--------- beginning of crash
03-29 00:04:23.829  7334  7334 E AndroidRuntime: 	at android.app.IActivityManager$Stub$Proxy.setServiceForeground(IActivityManager.java:7326)
03-29 00:04:23.829  7334  7334 E AndroidRuntime: 	at android.app.Service.startForeground(Service.java:776)
03-29 00:04:23.829  7334  7334 E AndroidRuntime: 	at com.aegis.security.WarningOverlayService.onCreate(WarningOverlayService.kt:50)
03-29 00:04:23.829  7334  7334 E AndroidRuntime: 	at android.app.ActivityThread.handleCreateService(ActivityThread.java:5111)
03-29 00:04:23.829  7334  7334 E AndroidRuntime: 	... 9 more
03-29 00:04:40.832  7594  7594 E AndroidRuntime: FATAL EXCEPTION: main
03-29 00:04:40.832  7594  7594 E AndroidRuntime: Process: com.aegis.security, PID: 7594
03-29 00:04:40.832  7594  7594 E AndroidRuntime: java.lang.RuntimeException: Unable to create service com.aegis.security.WarningOverlayService: android.app.MissingForegroundServiceTypeException: Starting FGS without a type  callerApp=ProcessRecord{85a6f99 7594:com.aegis.security/u0a334} targetSDK=34
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at android.app.ActivityThread.handleCreateService(ActivityThread.java:5124)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at android.app.ActivityThread.-$$Nest$mhandleCreateService(Unknown Source:0)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:2559)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at android.os.Handler.dispatchMessage(Handler.java:112)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at android.os.Looper.loopOnce(Looper.java:268)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at android.os.Looper.loop(Looper.java:384)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at android.app.ActivityThread.main(ActivityThread.java:8936)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at java.lang.reflect.Method.invoke(Native Method)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:580)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:907)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: Caused by: android.app.MissingForegroundServiceTypeException: Starting FGS without a type  callerApp=ProcessRecord{85a6f99 7594:com.aegis.security/u0a334} targetSDK=34
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at android.app.MissingForegroundServiceTypeException$1.createFromParcel(MissingForegroundServiceTypeException.java:53)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at android.app.MissingForegroundServiceTypeException$1.createFromParcel(MissingForegroundServiceTypeException.java:49)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at android.os.Parcel.readParcelableInternal(Parcel.java:5074)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at android.os.Parcel.readParcelable(Parcel.java:5056)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at android.os.Parcel.createExceptionOrNull(Parcel.java:3236)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at android.os.Parcel.createException(Parcel.java:3225)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at android.os.Parcel.readException(Parcel.java:3208)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at android.os.Parcel.readException(Parcel.java:3150)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at android.app.IActivityManager$Stub$Proxy.setServiceForeground(IActivityManager.java:7326)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at android.app.Service.startForeground(Service.java:776)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at com.aegis.security.WarningOverlayService.onCreate(WarningOverlayService.kt:50)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	at android.app.ActivityThread.handleCreateService(ActivityThread.java:5111)
03-29 00:04:40.832  7594  7594 E AndroidRuntime: 	... 9 more
03-29 00:04:42.426  7718  7718 E AndroidRuntime: FATAL EXCEPTION: main
03-29 00:04:42.426  7718  7718 E AndroidRuntime: Process: com.aegis.security, PID: 7718
03-29 00:04:42.426  7718  7718 E AndroidRuntime: java.lang.RuntimeException: Unable to create service com.aegis.security.WarningOverlayService: android.app.MissingForegroundServiceTypeException: Starting FGS without a type  callerApp=ProcessRecord{b5c3675 7718:com.aegis.security/u0a334} targetSDK=34
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at android.app.ActivityThread.handleCreateService(ActivityThread.java:5124)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at android.app.ActivityThread.-$$Nest$mhandleCreateService(Unknown Source:0)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:2559)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at android.os.Handler.dispatchMessage(Handler.java:112)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at android.os.Looper.loopOnce(Looper.java:268)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at android.os.Looper.loop(Looper.java:384)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at android.app.ActivityThread.main(ActivityThread.java:8936)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at java.lang.reflect.Method.invoke(Native Method)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:580)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:907)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: Caused by: android.app.MissingForegroundServiceTypeException: Starting FGS without a type  callerApp=ProcessRecord{b5c3675 7718:com.aegis.security/u0a334} targetSDK=34
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at android.app.MissingForegroundServiceTypeException$1.createFromParcel(MissingForegroundServiceTypeException.java:53)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at android.app.MissingForegroundServiceTypeException$1.createFromParcel(MissingForegroundServiceTypeException.java:49)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at android.os.Parcel.readParcelableInternal(Parcel.java:5074)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at android.os.Parcel.readParcelable(Parcel.java:5056)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at android.os.Parcel.createExceptionOrNull(Parcel.java:3236)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at android.os.Parcel.createException(Parcel.java:3225)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at android.os.Parcel.readException(Parcel.java:3208)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at android.os.Parcel.readException(Parcel.java:3150)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at android.app.IActivityManager$Stub$Proxy.setServiceForeground(IActivityManager.java:7326)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at android.app.Service.startForeground(Service.java:776)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at com.aegis.security.WarningOverlayService.onCreate(WarningOverlayService.kt:50)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	at android.app.ActivityThread.handleCreateService(ActivityThread.java:5111)
03-29 00:04:42.426  7718  7718 E AndroidRuntime: 	... 9 more
03-29 00:04:47.560  7814  7814 E AndroidRuntime: FATAL EXCEPTION: main
03-29 00:04:47.560  7814  7814 E AndroidRuntime: Process: com.aegis.security, PID: 7814
03-29 00:04:47.560  7814  7814 E AndroidRuntime: java.lang.RuntimeException: Unable to create service com.aegis.security.WarningOverlayService: android.app.MissingForegroundServiceTypeException: Starting FGS without a type  callerApp=ProcessRecord{add0db2 7814:com.aegis.security/u0a334} targetSDK=34
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at android.app.ActivityThread.handleCreateService(ActivityThread.java:5124)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at android.app.ActivityThread.-$$Nest$mhandleCreateService(Unknown Source:0)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:2559)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at android.os.Handler.dispatchMessage(Handler.java:112)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at android.os.Looper.loopOnce(Looper.java:268)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at android.os.Looper.loop(Looper.java:384)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at android.app.ActivityThread.main(ActivityThread.java:8936)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at java.lang.reflect.Method.invoke(Native Method)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:580)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:907)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: Caused by: android.app.MissingForegroundServiceTypeException: Starting FGS without a type  callerApp=ProcessRecord{add0db2 7814:com.aegis.security/u0a334} targetSDK=34
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at android.app.MissingForegroundServiceTypeException$1.createFromParcel(MissingForegroundServiceTypeException.java:53)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at android.app.MissingForegroundServiceTypeException$1.createFromParcel(MissingForegroundServiceTypeException.java:49)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at android.os.Parcel.readParcelableInternal(Parcel.java:5074)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at android.os.Parcel.readParcelable(Parcel.java:5056)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at android.os.Parcel.createExceptionOrNull(Parcel.java:3236)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at android.os.Parcel.createException(Parcel.java:3225)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at android.os.Parcel.readException(Parcel.java:3208)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at android.os.Parcel.readException(Parcel.java:3150)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at android.app.IActivityManager$Stub$Proxy.setServiceForeground(IActivityManager.java:7326)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at android.app.Service.startForeground(Service.java:776)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at com.aegis.security.WarningOverlayService.onCreate(WarningOverlayService.kt:50)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	at android.app.ActivityThread.handleCreateService(ActivityThread.java:5111)
03-29 00:04:47.560  7814  7814 E AndroidRuntime: 	... 9 more
03-29 00:05:07.525  7937  7937 E AndroidRuntime: FATAL EXCEPTION: main
03-29 00:05:07.525  7937  7937 E AndroidRuntime: Process: com.aegis.security, PID: 7937
03-29 00:05:07.525  7937  7937 E AndroidRuntime: java.lang.RuntimeException: Unable to create service com.aegis.security.WarningOverlayService: android.app.MissingForegroundServiceTypeException: Starting FGS without a type  callerApp=ProcessRecord{99f22af 7937:com.aegis.security/u0a334} targetSDK=34
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at android.app.ActivityThread.handleCreateService(ActivityThread.java:5124)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at android.app.ActivityThread.-$$Nest$mhandleCreateService(Unknown Source:0)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:2559)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at android.os.Handler.dispatchMessage(Handler.java:112)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at android.os.Looper.loopOnce(Looper.java:268)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at android.os.Looper.loop(Looper.java:384)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at android.app.ActivityThread.main(ActivityThread.java:8936)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at java.lang.reflect.Method.invoke(Native Method)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:580)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:907)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: Caused by: android.app.MissingForegroundServiceTypeException: Starting FGS without a type  callerApp=ProcessRecord{99f22af 7937:com.aegis.security/u0a334} targetSDK=34
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at android.app.MissingForegroundServiceTypeException$1.createFromParcel(MissingForegroundServiceTypeException.java:53)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at android.app.MissingForegroundServiceTypeException$1.createFromParcel(MissingForegroundServiceTypeException.java:49)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at android.os.Parcel.readParcelableInternal(Parcel.java:5074)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at android.os.Parcel.readParcelable(Parcel.java:5056)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at android.os.Parcel.createExceptionOrNull(Parcel.java:3236)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at android.os.Parcel.createException(Parcel.java:3225)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at android.os.Parcel.readException(Parcel.java:3208)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at android.os.Parcel.readException(Parcel.java:3150)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at android.app.IActivityManager$Stub$Proxy.setServiceForeground(IActivityManager.java:7326)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at android.app.Service.startForeground(Service.java:776)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at com.aegis.security.WarningOverlayService.onCreate(WarningOverlayService.kt:50)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	at android.app.ActivityThread.handleCreateService(ActivityThread.java:5111)
03-29 00:05:07.525  7937  7937 E AndroidRuntime: 	... 9 more
03-29 00:05:09.070  8002  8002 E AndroidRuntime: FATAL EXCEPTION: main
03-29 00:05:09.070  8002  8002 E AndroidRuntime: Process: com.aegis.security, PID: 8002
03-29 00:05:09.070  8002  8002 E AndroidRuntime: java.lang.RuntimeException: Unable to create service com.aegis.security.WarningOverlayService: android.app.MissingForegroundServiceTypeException: Starting FGS without a type  callerApp=ProcessRecord{79d00df 8002:com.aegis.security/u0a334} targetSDK=34
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at android.app.ActivityThread.handleCreateService(ActivityThread.java:5124)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at android.app.ActivityThread.-$$Nest$mhandleCreateService(Unknown Source:0)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:2559)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at android.os.Handler.dispatchMessage(Handler.java:112)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at android.os.Looper.loopOnce(Looper.java:268)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at android.os.Looper.loop(Looper.java:384)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at android.app.ActivityThread.main(ActivityThread.java:8936)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at java.lang.reflect.Method.invoke(Native Method)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:580)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:907)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: Caused by: android.app.MissingForegroundServiceTypeException: Starting FGS without a type  callerApp=ProcessRecord{79d00df 8002:com.aegis.security/u0a334} targetSDK=34
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at android.app.MissingForegroundServiceTypeException$1.createFromParcel(MissingForegroundServiceTypeException.java:53)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at android.app.MissingForegroundServiceTypeException$1.createFromParcel(MissingForegroundServiceTypeException.java:49)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at android.os.Parcel.readParcelableInternal(Parcel.java:5074)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at android.os.Parcel.readParcelable(Parcel.java:5056)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at android.os.Parcel.createExceptionOrNull(Parcel.java:3236)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at android.os.Parcel.createException(Parcel.java:3225)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at android.os.Parcel.readException(Parcel.java:3208)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at android.os.Parcel.readException(Parcel.java:3150)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at android.app.IActivityManager$Stub$Proxy.setServiceForeground(IActivityManager.java:7326)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at android.app.Service.startForeground(Service.java:776)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at com.aegis.security.WarningOverlayService.onCreate(WarningOverlayService.kt:50)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	at android.app.ActivityThread.handleCreateService(ActivityThread.java:5111)
03-29 00:05:09.070  8002  8002 E AndroidRuntime: 	... 9 more
03-29 00:06:35.752  8470  8470 E AndroidRuntime: FATAL EXCEPTION: main
03-29 00:06:35.752  8470  8470 E AndroidRuntime: Process: com.aegis.security, PID: 8470
03-29 00:06:35.752  8470  8470 E AndroidRuntime: java.lang.RuntimeException: Unable to create service com.aegis.security.WarningOverlayService: android.app.MissingForegroundServiceTypeException: Starting FGS without a type  callerApp=ProcessRecord{f4f0fad 8470:com.aegis.security/u0a334} targetSDK=34
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at android.app.ActivityThread.handleCreateService(ActivityThread.java:5124)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at android.app.ActivityThread.-$$Nest$mhandleCreateService(Unknown Source:0)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:2559)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at android.os.Handler.dispatchMessage(Handler.java:112)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at android.os.Looper.loopOnce(Looper.java:268)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at android.os.Looper.loop(Looper.java:384)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at android.app.ActivityThread.main(ActivityThread.java:8936)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at java.lang.reflect.Method.invoke(Native Method)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:580)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:907)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: Caused by: android.app.MissingForegroundServiceTypeException: Starting FGS without a type  callerApp=ProcessRecord{f4f0fad 8470:com.aegis.security/u0a334} targetSDK=34
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at android.app.MissingForegroundServiceTypeException$1.createFromParcel(MissingForegroundServiceTypeException.java:53)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at android.app.MissingForegroundServiceTypeException$1.createFromParcel(MissingForegroundServiceTypeException.java:49)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at android.os.Parcel.readParcelableInternal(Parcel.java:5074)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at android.os.Parcel.readParcelable(Parcel.java:5056)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at android.os.Parcel.createExceptionOrNull(Parcel.java:3236)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at android.os.Parcel.createException(Parcel.java:3225)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at android.os.Parcel.readException(Parcel.java:3208)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at android.os.Parcel.readException(Parcel.java:3150)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at android.app.IActivityManager$Stub$Proxy.setServiceForeground(IActivityManager.java:7326)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at android.app.Service.startForeground(Service.java:776)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at com.aegis.security.WarningOverlayService.onCreate(WarningOverlayService.kt:50)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	at android.app.ActivityThread.handleCreateService(ActivityThread.java:5111)
03-29 00:06:35.752  8470  8470 E AndroidRuntime: 	... 9 more
03-29 00:22:11.467 10924 10924 E AndroidRuntime: FATAL EXCEPTION: main
03-29 00:22:11.467 10924 10924 E AndroidRuntime: Process: com.photoguard, PID: 10924
